"","Gene","S7_avg","S12_avg","S13_avg","Class"
"7SK","7SK",350.444640021199,453.535350630579,346.089986124869,"not_elevated"
"A1BG","A1BG",378.07083751438,261.012078915109,239.974184339843,"not_elevated"
"A1CF","A1CF",284.616650113167,176.009336338448,172.90183094295,"not_elevated"
"A2M","A2M",2230.84265386634,1958.08039264372,1586.86772749405,"not_elevated"
"A4GALT","A4GALT",8.3981624952627,13.2411910370934,9.41730375006147,"not_elevated"
"AAAS","AAAS",17.8445781048402,16.1275594861169,15.9582209303389,"not_elevated"
"AACS","AACS",19.9534320072668,24.6702222382575,13.7989592410835,"not_elevated"
"AADAC","AADAC",75.5082665793163,31.3874618047021,39.5228138852414,"individual_elevated"
"AADAT","AADAT",16.6785781850943,10.7671955028523,8.0042466431151,"not_elevated"
"AAED1","AAED1",7.02945895386039,5.58274725926643,8.36256089411909,"not_elevated"
"AAGAB","AAGAB",32.9066073424836,29.5408632121288,30.0579536234863,"not_elevated"
"AAK1","AAK1",140.438872768901,143.175683368021,128.669542110255,"not_elevated"
"AAMDC","AAMDC",23.7701486526957,12.8486579496123,16.0506560829088,"not_elevated"
"AAMP","AAMP",70.1916285315134,57.6759377708596,58.4571476841754,"not_elevated"
"AAR2","AAR2",23.6869157756639,23.5928079899329,23.0117841538383,"not_elevated"
"AARS","AARS",129.396469328426,138.110087959183,105.734474028658,"not_elevated"
"AARS2","AARS2",15.2089120640073,19.801708700358,15.7030758415566,"not_elevated"
"AARSD1","AARSD1",16.9309336480981,13.1312889957982,13.5362750029705,"not_elevated"
"AASDH","AASDH",17.8755628172356,18.6244203602854,20.139413775533,"not_elevated"
"AASDHPPT","AASDHPPT",79.6907344215139,55.7862311348706,62.4087063890895,"not_elevated"
"AASS","AASS",87.5511460113967,53.3560396472562,86.5825670231383,"not_elevated"
"AATF","AATF",21.1692795897504,17.3021763598601,22.1048680259196,"not_elevated"
"AATK","AATK",21.7582040229174,23.2358629804367,14.4229273230841,"not_elevated"
"AB073649","AB073649",1.62878964721268,2.21468894919454,1.93550098275737,"not_elevated"
"AB074160","AB074160",10.3742045553278,7.91943646584047,0.0712295553003339,"individual_elevated"
"AB074188","AB074188",17.6380243603004,17.5636367756259,7.34026129550026,"not_elevated"
"ABAT","ABAT",463.401982275266,240.166589356731,235.902885177049,"not_elevated"
"ABCA1","ABCA1",189.732006544251,187.627058780979,168.350722814579,"not_elevated"
"ABCA10","ABCA10",9.90001432478834,24.5026092721666,10.3530701596361,"individual_elevated"
"ABCA11P","ABCA11P",5.73695061522783,5.5997682289152,6.07477186268873,"not_elevated"
"ABCA13","ABCA13",13.1243377889501,5.60038962147119,6.29472559496652,"individual_elevated"
"ABCA2","ABCA2",103.628922842016,115.715054859374,74.2100670218442,"not_elevated"
"ABCA3","ABCA3",79.1992764116563,102.798167330136,98.4966103517475,"not_elevated"
"ABCA4","ABCA4",2.08054651034808,6.60233743797056,1.32077977502548,"individual_elevated"
"ABCA5","ABCA5",104.699784404462,109.619796279598,97.404737988571,"not_elevated"
"ABCA6","ABCA6",151.804239473095,104.398695240246,108.643400329753,"not_elevated"
"ABCA7","ABCA7",6.50078157378526,10.86860261511,7.95760543606638,"not_elevated"
"ABCA8","ABCA8",140.936428596107,172.71663477608,149.702977264579,"not_elevated"
"ABCA9","ABCA9",35.8889021936739,44.9753854307539,46.2415241634237,"not_elevated"
"ABCB1","ABCB1",47.430369735518,34.3010330648319,50.8572731097794,"not_elevated"
"ABCB10","ABCB10",35.5117375450196,31.2343551097161,32.4945452836543,"not_elevated"
"ABCB11","ABCB11",98.3636776987173,53.4099817249515,49.6096224373729,"not_elevated"
"ABCB4","ABCB4",59.8952065869453,52.2570380705663,42.745759362387,"not_elevated"
"ABCB6","ABCB6",30.1762421212383,22.999166701049,27.4311502333576,"not_elevated"
"ABCB7","ABCB7",32.4785957554175,22.397639802283,26.6247923317429,"not_elevated"
"ABCB8","ABCB8",17.2785146775981,20.979838298904,17.7340341975348,"not_elevated"
"ABCB9","ABCB9",4.07127484767571,6.06114250675542,3.89761031549386,"not_elevated"
"ABCC1","ABCC1",29.9569989832108,45.2263603154993,35.4600065745733,"not_elevated"
"ABCC10","ABCC10",9.47220746575898,11.9940233660083,11.2767027733488,"not_elevated"
"ABCC2","ABCC2",103.267603604797,72.0707459748867,81.1181640819649,"not_elevated"
"ABCC3","ABCC3",51.0141514514043,53.875511469906,54.5082405967408,"not_elevated"
"ABCC4","ABCC4",31.0495561148828,35.6183436489046,42.4163902614193,"not_elevated"
"ABCC5","ABCC5",38.1736479122448,59.4610284916263,41.2468663882691,"not_elevated"
"ABCC6","ABCC6",101.173767960458,75.7827630943362,82.5416003717239,"not_elevated"
"ABCC6P1","ABCC6P1",9.78657672034932,17.6300293043291,14.4468509430658,"not_elevated"
"ABCC8","ABCC8",3.02773258552908,7.56313895899785,4.61454092471676,"not_elevated"
"ABCC9","ABCC9",248.316634520083,225.775216059483,268.433613449197,"not_elevated"
"ABCD1","ABCD1",10.9574071937739,13.0538896160093,11.9809660863788,"not_elevated"
"ABCD2","ABCD2",17.3083061784392,8.49366738149596,19.5655493789438,"not_elevated"
"ABCD3","ABCD3",145.567753844402,105.183187566386,103.49365774408,"not_elevated"
"ABCD4","ABCD4",17.3873643114525,15.8467948982474,16.0219374035261,"not_elevated"
"ABCE1","ABCE1",77.2584090568178,49.8160748580824,62.2674599121524,"not_elevated"
"ABCF1","ABCF1",47.2846359453441,52.547963041552,47.0010249146422,"not_elevated"
"ABCF2","ABCF2",53.6561170608754,48.285993469765,48.8752958325918,"not_elevated"
"ABCF3","ABCF3",38.2714775568988,40.9014953559688,34.7017843834533,"not_elevated"
"ABCG1","ABCG1",43.9000054804681,32.2331928242104,35.8439743952974,"not_elevated"
"ABCG2","ABCG2",41.6668396000931,16.2328972601687,25.1282838486165,"individual_elevated"
"ABCG4","ABCG4",1.29026975669585,2.33788665863494,1.8000511812065,"not_elevated"
"ABCG5","ABCG5",14.3671469290792,19.0259853336127,13.668150063338,"not_elevated"
"ABCG8","ABCG8",24.9716498070566,26.8552789182253,17.6386047482045,"not_elevated"
"ABHD10","ABHD10",61.9794637047273,31.177879505024,44.5663807060613,"not_elevated"
"ABHD11","ABHD11",8.29726612605525,5.28306888699095,5.85818531576168,"not_elevated"
"ABHD12","ABHD12",22.414748511737,24.2561589355425,21.6586338933969,"not_elevated"
"ABHD13","ABHD13",27.0210090047695,31.9129546262675,31.0431944554876,"not_elevated"
"ABHD14A","ABHD14A",12.1726342808721,8.05617832212922,9.55416112121472,"not_elevated"
"ABHD14B","ABHD14B",47.2723959811749,31.7903877458731,33.9524279352217,"not_elevated"
"ABHD15","ABHD15",20.2213603588288,24.1671155756952,13.4030232016462,"not_elevated"
"ABHD16A","ABHD16A",34.3935882014975,31.8230761758712,33.5370904264166,"not_elevated"
"ABHD17A","ABHD17A",27.5728616390459,28.0131377677765,23.4702146937539,"not_elevated"
"ABHD17B","ABHD17B",29.8929766340158,23.7722114685818,24.7307197821921,"not_elevated"
"ABHD17C","ABHD17C",9.21147468734282,12.6645013770729,7.78592153771477,"not_elevated"
"ABHD2","ABHD2",390.991308204442,405.856185011916,316.114361389535,"not_elevated"
"ABHD3","ABHD3",13.5789484768184,11.8530456743095,11.2343718487049,"not_elevated"
"ABHD4","ABHD4",18.1398299363955,18.7723990103804,15.9371073330531,"not_elevated"
"ABHD5","ABHD5",37.2155673079231,26.4514868465475,34.7306395967862,"not_elevated"
"ABHD6","ABHD6",30.1079260156469,22.012945195138,20.6242947862613,"not_elevated"
"ABHD8","ABHD8",13.3851030647427,17.1720655992736,10.2036843897748,"not_elevated"
"ABI1","ABI1",55.0869952392355,43.3684831508295,54.1578129793434,"not_elevated"
"ABI2","ABI2",106.333051684511,104.710278628895,83.7523214263914,"not_elevated"
"ABI3","ABI3",6.18970925621865,5.62408090848574,5.71084876566504,"not_elevated"
"ABI3BP","ABI3BP",40.3993303413637,81.4907629514061,47.7247605460624,"not_elevated"
"ABL1","ABL1",47.7969086582489,66.6642007423565,50.9049011964251,"not_elevated"
"ABL2","ABL2",42.0129533202077,54.1660895663186,48.4859682328931,"not_elevated"
"ABLIM1","ABLIM1",455.9995569757,246.089402968786,488.626815279227,"not_elevated"
"ABLIM2","ABLIM2",29.9792024822129,54.9302881429302,28.0845156685714,"not_elevated"
"ABLIM3","ABLIM3",51.6479617078672,52.9464372948233,63.9825762313732,"not_elevated"
"ABP1","ABP1",34.5605642685549,7.00602280628838,32.4218920265975,"not_elevated"
"ABR","ABR",107.23466725206,136.988441832387,75.1678396026737,"not_elevated"
"ABRA","ABRA",51.7508292029933,39.3364431485326,65.7608818635232,"not_elevated"
"ABRACL","ABRACL",6.65437588284982,3.08920695831617,5.8466404634762,"not_elevated"
"ABT1","ABT1",13.8091792083482,11.1968607746863,11.9378206686548,"not_elevated"
"ABTB1","ABTB1",4.35844671574944,10.246150020517,7.86297487122504,"not_elevated"
"ABTB2","ABTB2",12.5219517975397,19.9602177986476,15.0576829562071,"not_elevated"
"ACAA1","ACAA1",175.829224602057,111.836419642058,97.0879046574874,"not_elevated"
"ACAA2","ACAA2",315.91917848094,130.927574144061,176.265591325093,"individual_elevated"
"ACACA","ACACA",94.5468802643053,101.527349867444,69.4118159137298,"not_elevated"
"ACACB","ACACB",193.533443651229,308.764259682305,174.494850012555,"not_elevated"
"ACAD10","ACAD10",34.0829924725853,27.6995420705395,25.0849310229123,"not_elevated"
"ACAD11","ACAD11",56.3357207615861,57.1051421632427,60.5632401496186,"not_elevated"
"ACAD8","ACAD8",38.0467984297952,28.4205779363154,30.6140527922055,"not_elevated"
"ACAD9","ACAD9",34.0635867475939,28.680659439392,29.8905623495733,"not_elevated"
"ACADL","ACADL",17.1574326997152,11.9618203327899,16.341878406141,"not_elevated"
"ACADM","ACADM",296.900005991515,185.061968421988,182.02942331598,"not_elevated"
"ACADS","ACADS",103.793949116323,62.4873996542093,70.0041506921083,"not_elevated"
"ACADSB","ACADSB",596.230114689251,232.506895736803,275.130604611495,"individual_elevated"
"ACADVL","ACADVL",412.836117681049,320.554759475695,329.393430312338,"not_elevated"
"ACAP1","ACAP1",1.75288093968627,2.34001166397229,1.63237943703146,"not_elevated"
"ACAP2","ACAP2",76.6711123529457,64.7828420446942,79.2761185023874,"not_elevated"
"ACAP3","ACAP3",21.2369835522208,37.1128335202623,30.5955351910251,"not_elevated"
"ACAT1","ACAT1",388.24779678692,164.347232871008,250.837023424861,"not_elevated"
"ACAT2","ACAT2",44.9774211850694,24.7746386793086,23.3612946918544,"not_elevated"
"ACBD3","ACBD3",50.5597740313672,42.590141402954,50.8870317771786,"not_elevated"
"ACBD4","ACBD4",17.8396512967202,16.3096697956745,12.8604269805959,"not_elevated"
"ACBD5","ACBD5",102.146055776851,80.5099540512968,84.5120525446665,"not_elevated"
"ACBD6","ACBD6",15.1688809057151,15.4907301870818,14.477644624867,"not_elevated"
"ACBD7","ACBD7",9.05187127476186,6.54554069161481,7.51594622431811,"not_elevated"
"ACCS","ACCS",7.05931809611958,17.4574536434646,6.5920269808128,"individual_elevated"
"ACD","ACD",5.13238444360354,5.43457712065322,5.78793172587427,"not_elevated"
"ACE","ACE",46.9109904676743,50.485354224911,48.5311494371218,"not_elevated"
"ACE2","ACE2",37.3305410218112,8.39308658741637,30.4382948559476,"not_elevated"
"ACER2","ACER2",3.92129632832196,4.28871978453105,7.443200891351,"not_elevated"
"ACER3","ACER3",23.0267939151477,18.2654889587764,23.2010008449038,"not_elevated"
"ACHE","ACHE",27.5669695213513,32.5931285872337,18.018180696955,"not_elevated"
"ACIN1","ACIN1",61.9545599256595,82.0651834408868,70.917219002147,"not_elevated"
"ACLY","ACLY",92.0358677934154,84.7271826217638,83.4342856328909,"not_elevated"
"ACMSD","ACMSD",40.0430557642262,16.1791462592505,36.7067855293416,"not_elevated"
"ACN9","ACN9",9.44626128059895,7.31031623400032,7.40471544143465,"not_elevated"
"ACO1","ACO1",155.600862210823,90.5776682385766,122.743461239822,"not_elevated"
"ACO2","ACO2",372.23886718972,281.552853209603,282.857333479338,"not_elevated"
"ACOT1","ACOT1",15.8294172614873,3.82490308255004,8.65548703486656,"individual_elevated"
"ACOT11","ACOT11",18.5486449715309,22.6776900317321,24.8238300910254,"not_elevated"
"ACOT12","ACOT12",8.08633794805104,12.0556609501527,14.4514371132237,"not_elevated"
"ACOT13","ACOT13",48.0548684938354,23.9817929676081,33.0939374114524,"not_elevated"
"ACOT2","ACOT2",72.0546041351706,40.4252524817808,36.6688527527707,"not_elevated"
"ACOT4","ACOT4",8.3599505816118,3.68477991664069,4.10467304814107,"individual_elevated"
"ACOT7","ACOT7",19.5087231226009,18.3728908518774,16.8336213492074,"not_elevated"
"ACOT8","ACOT8",15.1578639051914,15.2136065457294,13.9326354205719,"not_elevated"
"ACOT9","ACOT9",23.4638153643557,23.8449491498078,19.7629271025229,"not_elevated"
"ACOX1","ACOX1",399.473116510359,262.947748819716,275.140257066372,"not_elevated"
"ACOX2","ACOX2",63.5855181531724,39.3989684919647,41.2312356561108,"not_elevated"
"ACOX3","ACOX3",22.5948623017973,21.3578905618656,16.499681188787,"not_elevated"
"ACOXL","ACOXL",2.33810195777677,4.57525026474179,3.43269721411873,"not_elevated"
"ACP1","ACP1",70.5893820196337,47.9246060493916,54.8873862634129,"not_elevated"
"ACP2","ACP2",31.5705692526079,31.0145193623188,27.5246398722263,"not_elevated"
"ACP5","ACP5",59.7336805002334,9.69239849840636,58.3340804304678,"not_elevated"
"ACP6","ACP6",7.07965505316477,8.02840622806106,8.06768006646445,"not_elevated"
"ACPL2","ACPL2",10.593421235662,11.1049939182573,9.62662186112555,"not_elevated"
"ACPP","ACPP",18.3444057201225,4.20597380461788,15.2824251289271,"not_elevated"
"ACSBG1","ACSBG1",8.76918329531383,3.87586128928851,5.46212821181078,"not_elevated"
"ACSF2","ACSF2",57.300770301423,21.3620956590128,47.4051061441752,"not_elevated"
"ACSF3","ACSF3",13.0029628881365,15.2537654931128,14.0969447927955,"not_elevated"
"ACSL1","ACSL1",976.63470276462,678.59415173206,493.290949870493,"not_elevated"
"ACSL3","ACSL3",145.793594409778,117.761947815846,116.789045028574,"not_elevated"
"ACSL4","ACSL4",109.715755481811,87.7949792426401,101.99262538421,"not_elevated"
"ACSL5","ACSL5",96.0214999587005,51.4893884129768,40.3862672143331,"individual_elevated"
"ACSL6","ACSL6",52.1784358591155,44.1070382600508,53.314232890555,"not_elevated"
"ACSM2A","ACSM2A",120.106293176159,103.48361886452,99.655299480905,"not_elevated"
"ACSM2B","ACSM2B",198.680304595484,104.880402940371,122.362168500387,"not_elevated"
"ACSM3","ACSM3",72.4240084866549,22.2784879845426,35.9472820292343,"individual_elevated"
"ACSM5","ACSM5",132.131734012357,87.5612909215059,53.7122280766161,"not_elevated"
"ACSS1","ACSS1",56.3312930898241,58.0877159756906,45.1587665390809,"not_elevated"
"ACSS2","ACSS2",135.059087096099,85.9682379116998,99.5314845201067,"not_elevated"
"ACSS3","ACSS3",47.586943788133,31.5464599913878,34.9241945134816,"not_elevated"
"ACTA1","ACTA1",3676.15288431841,5141.02169274954,2754.09581211263,"not_elevated"
"ACTA2","ACTA2",94.2653991924998,161.663061390657,109.399929295417,"not_elevated"
"ACTB","ACTB",1168.79559759383,1042.40567861239,1218.2952966829,"not_elevated"
"ACTC1","ACTC1",1025.80169179139,289.081080541632,470.415307972086,"individual_elevated"
"ACTG1","ACTG1",613.71236401763,590.24610187265,656.793681893775,"not_elevated"
"ACTG2","ACTG2",4.68997456057618,15.1314985520836,2.49733745810369,"individual_elevated"
"ACTL6A","ACTL6A",17.7510388295648,15.2238512481916,15.8725907705263,"not_elevated"
"ACTL6B","ACTL6B",5.71944927513988,5.78048627274958,4.62706323107817,"not_elevated"
"ACTN1","ACTN1",65.7781342152901,104.468003520408,76.6981686415825,"not_elevated"
"ACTN2","ACTN2",950.539722492493,1269.77760970098,901.115730715651,"not_elevated"
"ACTN3","ACTN3",479.44129126337,186.200031754714,410.215700887298,"not_elevated"
"ACTN4","ACTN4",178.523243070245,197.930869412986,188.786961681832,"not_elevated"
"ACTR10","ACTR10",55.6513033494471,41.3654233544885,44.7176332939758,"not_elevated"
"ACTR1A","ACTR1A",103.842710113309,106.233999540438,94.7186964496792,"not_elevated"
"ACTR1B","ACTR1B",51.5731101411381,57.3002677298625,48.9625813888797,"not_elevated"
"ACTR2","ACTR2",182.223626686842,160.654336938207,166.352959353271,"not_elevated"
"ACTR3","ACTR3",138.648882861879,105.70564267591,141.104753373516,"not_elevated"
"ACTR3B","ACTR3B",8.27961910980408,10.4391200395097,5.49271570180122,"not_elevated"
"ACTR3C","ACTR3C",2.49235240002968,4.58035932218142,3.75721680990738,"not_elevated"
"ACTR5","ACTR5",5.12446533274615,5.41598773218735,5.26184634638067,"not_elevated"
"ACTR6","ACTR6",25.6634238971104,19.7131089528146,23.139815771949,"not_elevated"
"ACTR8","ACTR8",34.491061693156,30.3616563129103,29.7345389445398,"not_elevated"
"ACVR1","ACVR1",24.5944348108512,29.8436091722178,27.599463335827,"not_elevated"
"ACVR1B","ACVR1B",44.4815286850357,52.2939343258527,39.8582419199864,"not_elevated"
"ACVR1C","ACVR1C",10.7929901754776,8.21888536756484,5.56653565008618,"not_elevated"
"ACVR2A","ACVR2A",30.6982107499611,31.7088986325232,33.4459860951138,"not_elevated"
"ACVR2B","ACVR2B",36.7889339139816,43.8232899420815,44.898219956037,"not_elevated"
"ACVRL1","ACVRL1",60.7077257061124,91.4103052795841,60.0492801359391,"not_elevated"
"ACY1","ACY1",211.488198249918,53.8001798570872,94.2298439499133,"individual_elevated"
"ACY3","ACY3",12.6455468852402,2.49022330497605,8.31358519713878,"individual_elevated"
"ACYP2","ACYP2",26.5520202639567,15.3482973833112,19.2617372447737,"not_elevated"
"ADAL","ADAL",23.0817729002522,19.7348667547466,17.7280824708053,"not_elevated"
"ADAM10","ADAM10",92.091543103819,89.1337127535175,103.201438622022,"not_elevated"
"ADAM11","ADAM11",13.9881967077614,14.8638869485169,18.171272561901,"not_elevated"
"ADAM12","ADAM12",0.983851091730933,2.5046813441052,1.95239079658938,"not_elevated"
"ADAM15","ADAM15",30.8305007177569,46.0085980400585,36.9309778379113,"not_elevated"
"ADAM17","ADAM17",25.6518388841739,25.4402414196466,28.0604012876995,"not_elevated"
"ADAM19","ADAM19",9.76244191488131,26.3584718968504,14.4899871070257,"individual_elevated"
"ADAM1A","ADAM1A",2.62933678075,2.75538895422777,3.93907985409887,"not_elevated"
"ADAM22","ADAM22",47.0716960238549,57.9598398168417,86.2266289639882,"not_elevated"
"ADAM23","ADAM23",42.6133519794107,29.8655956244382,19.7462569537053,"not_elevated"
"ADAM28","ADAM28",2.92636421400389,1.56985541053787,3.07133859005085,"not_elevated"
"ADAM33","ADAM33",2.15462222647509,7.47891455775295,3.21607303593348,"individual_elevated"
"ADAM8","ADAM8",2.72151596399294,3.47587764615368,3.48110675252605,"not_elevated"
"ADAM9","ADAM9",117.721281282823,81.9928377665196,113.717650389638,"not_elevated"
"ADAMTS1","ADAMTS1",52.3978256884687,124.524458729935,54.856205649868,"individual_elevated"
"ADAMTS10","ADAMTS10",3.42510936570953,7.8867517656726,3.92528664938904,"individual_elevated"
"ADAMTS12","ADAMTS12",4.11771580549721,4.13854149491219,5.7318946733144,"not_elevated"
"ADAMTS13","ADAMTS13",9.84936497456427,12.1321628473742,9.22629704333447,"not_elevated"
"ADAMTS15","ADAMTS15",14.953909001704,24.4904656497972,13.2122283486259,"not_elevated"
"ADAMTS16","ADAMTS16",3.16507582685556,3.46398429971448,8.29194537347035,"individual_elevated"
"ADAMTS17","ADAMTS17",3.62383107388962,7.82681247312296,3.40464498476597,"individual_elevated"
"ADAMTS18","ADAMTS18",0.109491619974499,0.757188703675335,9.62150166319793,"individual_specific"
"ADAMTS2","ADAMTS2",8.53026086597388,13.7983390288623,17.7036437084325,"not_elevated"
"ADAMTS3","ADAMTS3",2.45785164134393,4.57352404959373,1.21361391755311,"individual_elevated"
"ADAMTS4","ADAMTS4",8.55584560303765,24.4856185109028,4.0585945204123,"individual_elevated"
"ADAMTS5","ADAMTS5",15.1721036332467,23.496014340615,27.8471716453602,"not_elevated"
"ADAMTS6","ADAMTS6",1.51783451525938,4.50205181453393,1.53602314703509,"individual_elevated"
"ADAMTS7","ADAMTS7",5.27688558285267,4.52024257860371,6.56751847287086,"not_elevated"
"ADAMTS8","ADAMTS8",10.2408700330089,14.2104537560834,8.55642170724473,"not_elevated"
"ADAMTS9","ADAMTS9",20.3413912254647,70.8937091205756,26.3739790169978,"individual_elevated"
"ADAMTS9-AS2","ADAMTS9-AS2",2.53974805912273,5.00923343844123,3.44482354749429,"not_elevated"
"ADAMTSL1","ADAMTSL1",3.59655124933019,4.68821555984544,8.03322269068966,"not_elevated"
"ADAMTSL2","ADAMTSL2",16.2437464622572,34.5970060933443,31.2062953161439,"not_elevated"
"ADAMTSL3","ADAMTSL3",39.9584221518154,43.6764163861334,43.0731068875561,"not_elevated"
"ADAMTSL4","ADAMTSL4",29.991943828475,34.600339260825,25.5297605724449,"not_elevated"
"ADAMTSL5","ADAMTSL5",1.82727147355784,3.50873236534368,2.58719368264623,"not_elevated"
"ADAP1","ADAP1",19.2282143469735,20.2497154828939,11.4329423477995,"not_elevated"
"ADAP2","ADAP2",6.50434467983454,5.03971396530138,7.79848148012913,"not_elevated"
"ADAR","ADAR",263.517397577736,292.911694508529,245.026122608525,"not_elevated"
"ADARB1","ADARB1",24.0363434022689,37.7856388401537,30.6162173408632,"not_elevated"
"ADARB2","ADARB2",4.66076155778294,7.77043777081513,4.28235709310603,"not_elevated"
"ADAT1","ADAT1",13.9306804144723,16.4790244781086,13.6520974169861,"not_elevated"
"ADC","ADC",5.05625087070424,5.94375845132307,3.56392558465981,"not_elevated"
"ADCK2","ADCK2",14.933373044242,18.5247153134463,14.1497528951135,"not_elevated"
"ADCK3","ADCK3",264.105414046706,316.501627158302,267.55772106604,"not_elevated"
"ADCK4","ADCK4",12.2961819272775,12.3542174255583,12.0425314356304,"not_elevated"
"ADCY1","ADCY1",108.278439006146,206.080588734875,104.091734421485,"not_elevated"
"ADCY10","ADCY10",2.71248523185956,2.20387926281723,1.13915734672567,"not_elevated"
"ADCY2","ADCY2",58.7306848473783,57.6115248935172,38.9515086491449,"not_elevated"
"ADCY3","ADCY3",18.7953150367893,36.223550203431,20.2931842250777,"not_elevated"
"ADCY4","ADCY4",6.32509576372824,15.8694114886436,8.47620234173145,"individual_elevated"
"ADCY5","ADCY5",54.4012778549926,59.6001550580172,46.2130205476578,"not_elevated"
"ADCY6","ADCY6",41.7147003930328,69.4425293637367,59.479885618898,"not_elevated"
"ADCY7","ADCY7",21.1022848525743,23.5898133492565,24.9103127414486,"not_elevated"
"ADCY8","ADCY8",3.68925256665693,3.33540396828353,3.01355366632312,"not_elevated"
"ADCY9","ADCY9",69.7751094076388,105.962591375222,77.3234937968666,"not_elevated"
"ADCYAP1","ADCYAP1",2.45292962730546,3.53658170015532,1.22601156397932,"not_elevated"
"ADCYAP1R1","ADCYAP1R1",33.8158414998049,35.0441059345566,27.2711123355117,"not_elevated"
"ADD1","ADD1",258.598229280974,253.525428744531,251.751716490771,"not_elevated"
"ADD2","ADD2",19.8333826530315,36.4313813866525,17.3473443836225,"not_elevated"
"ADD3","ADD3",174.886754558107,119.549262889898,159.384567159865,"not_elevated"
"ADGB","ADGB",1.26106405933608,0.244750429469971,0.463129783853421,"individual_elevated"
"ADH1A","ADH1A",404.255385421309,161.921580853401,231.816688155139,"individual_elevated"
"ADH1B","ADH1B",3189.74578181114,1614.80775678843,1730.55755075119,"not_elevated"
"ADH1C","ADH1C",335.949044957644,163.655300765094,134.705106788997,"individual_elevated"
"ADH4","ADH4",1136.96247588366,498.15119422893,369.594131019662,"individual_elevated"
"ADH5","ADH5",203.6261880902,134.955149368084,140.602647874234,"not_elevated"
"ADH6","ADH6",261.415523770772,108.963973533609,99.7052202067366,"individual_elevated"
"ADH7","ADH7",6.29543689462709,0.0857472066074355,0.327824906618266,"individual_specific"
"ADHFE1","ADHFE1",31.8719384947548,25.608894007883,27.7643918060943,"not_elevated"
"ADI1","ADI1",358.720133091881,134.347713166165,211.471027490298,"individual_elevated"
"ADIPOQ","ADIPOQ",14.863310990446,1.09305892608807,0.40904393811705,"individual_specific"
"ADIPOR1","ADIPOR1",87.5498232882422,69.3804784905064,80.0573040321881,"not_elevated"
"ADIPOR2","ADIPOR2",106.773744260192,130.800148379072,81.1382529467222,"not_elevated"
"ADIRF","ADIRF",46.2703631603729,26.2888115394652,41.7012452721585,"not_elevated"
"ADK","ADK",44.2207795899097,32.6815693111381,31.6385375261006,"not_elevated"
"ADM","ADM",12.7615496791025,7.494993346498,13.9317092502004,"not_elevated"
"ADM2","ADM2",2.31943555471627,0.771209675525354,2.60715208955421,"not_elevated"
"ADNP","ADNP",80.5189174945887,102.883846641713,81.4241812227506,"not_elevated"
"ADNP2","ADNP2",23.4457917015131,31.6299573720236,25.353270145285,"not_elevated"
"ADO","ADO",30.6782729403932,23.5652597324142,28.539645466547,"not_elevated"
"ADORA1","ADORA1",8.74327078541531,8.36659888300301,5.44354291982919,"not_elevated"
"ADORA2A","ADORA2A",1.49276420976712,1.45589230307068,2.95693812467562,"individual_elevated"
"ADORA2A-AS1","ADORA2A-AS1",3.8076073924409,7.47730037414821,2.62525955080893,"individual_elevated"
"ADPGK","ADPGK",23.9999057920139,21.7420562833534,25.1495071273153,"not_elevated"
"ADPRH","ADPRH",10.6045614650911,12.0378999209695,11.9675003950814,"not_elevated"
"ADPRHL1","ADPRHL1",69.4943818441458,27.1771249317404,52.9635217666395,"not_elevated"
"ADPRHL2","ADPRHL2",15.8499158529659,11.3662865206842,13.9491286128147,"not_elevated"
"ADPRM","ADPRM",6.85711814860975,6.09649481999784,5.69084781848112,"not_elevated"
"ADRA1A","ADRA1A",22.7279921651085,34.6927557017671,17.182472452206,"not_elevated"
"ADRA1B","ADRA1B",3.38376813597685,4.42795259207193,4.39118467498178,"not_elevated"
"ADRA2B","ADRA2B",4.10964880550974,3.58452382088726,4.58755969658679,"not_elevated"
"ADRA2C","ADRA2C",1.37847710354799,3.70016402419657,1.95199777531458,"individual_elevated"
"ADRB1","ADRB1",6.89591689655009,8.61558707002481,5.40285420136879,"not_elevated"
"ADRB2","ADRB2",9.36988577137417,11.0577799846973,9.30465833156703,"not_elevated"
"ADRBK1","ADRBK1",50.7368416824824,65.3601378734633,51.0851792443838,"not_elevated"
"ADRBK2","ADRBK2",39.9067613857885,35.2766179605652,28.5407587213615,"not_elevated"
"ADRM1","ADRM1",49.680390312354,46.6532033737858,43.7285493005443,"not_elevated"
"ADSL","ADSL",92.2014421891954,53.9939482110678,66.4433098740799,"not_elevated"
"ADSS","ADSS",31.5000135631023,25.8368893717484,28.2884887002334,"not_elevated"
"ADSSL1","ADSSL1",93.7720983020164,111.924412511736,107.100747197662,"not_elevated"
"ADTRP","ADTRP",2.48250941534252,1.86850537825193,3.84940846359111,"not_elevated"
"AEBP1","AEBP1",43.5912207006641,114.801818571572,75.8216966753202,"not_elevated"
"AEBP2","AEBP2",32.3508928943758,37.1141620112588,34.8477739732329,"not_elevated"
"AEN","AEN",8.0079342608622,7.22622442549507,8.57812403756733,"not_elevated"
"AES","AES",246.304349307154,255.609342304323,266.01814860699,"not_elevated"
"AF035281","AF035281",1.54339987602406,3.49913646077005,2.2130115419332,"not_elevated"
"AF070569","AF070569",1.08545926160666,2.72229291553199,2.48343524508231,"not_elevated"
"AF070581","AF070581",7.05041425619567,9.72777141378367,3.43383686904954,"not_elevated"
